,Source,Destination,Class
20305,38383,16562,0
20306,23806,15559,0
20307,25812,17669,0
20308,43493,8222,0
20309,7781,1662,0
20310,206,20183,0
20311,39513,31052,0
20312,46986,6592,0
20313,24969,4333,0
20314,43190,2936,0
20315,46959,13814,0
20316,36364,6269,0
20317,21556,17411,0
20318,19279,43885,0
20319,6476,21449,0
20320,16433,43232,0
20321,244,49872,0
20322,20673,32784,0
20323,7234,44661,0
20324,42349,4922,0
20325,37232,9647,0
20326,15601,22141,0
20327,40383,45029,0
20328,2825,38334,0
20329,28142,22885,0
20330,8924,35396,0
20331,43917,27185,0
20332,25241,14446,0
20333,23208,32390,0
20334,7268,45184,0
20335,26913,11018,0
20336,752,35911,0
20337,30952,17061,0
20338,35785,12577,0
20339,30578,31372,0
20340,2614,15641,0
20341,43571,36347,0
20342,46286,23870,0
20343,35194,13075,0
20344,7490,31418,0
20345,16689,31120,0
20346,45271,29490,0
20347,8479,606,0
20348,380,31959,0
20349,44219,11843,0
20350,14145,16310,0
20351,25339,47569,0
20352,18015,21578,0
20353,32146,18330,0
20354,33223,11309,0
20355,22986,45351,0
20356,43496,18803,0
20357,4421,34106,0
20358,16756,21388,0
20359,23623,43693,0
20360,19273,7206,0
20361,29319,12257,0
20362,9758,44616,0
20363,14706,12563,0
20364,45100,36559,0
20365,46595,4976,0
20366,30648,22261,0
20367,32479,46439,0
20368,11565,17469,0
20369,965,36153,0
20370,8859,27965,0
20371,5988,7657,0
20372,49649,4208,0
20373,22597,11402,0
20374,33437,38191,0
20375,36940,44254,0
20376,32488,23520,0
20377,20178,1017,0
20378,35780,43104,0
20379,5963,36058,0
20380,41153,45165,0
20381,25907,39866,0
20382,16084,47884,0
20383,26058,2128,0
20384,13822,18235,0
20385,43692,34906,0
20386,40138,43615,0
20387,3481,44757,0
20388,43428,10135,0
20389,37390,19176,0
20390,27263,48660,0
20391,26524,26629,0
20392,16529,27747,0
20393,40455,27457,0
20394,28014,48824,0
20395,45239,34408,0
20396,44132,8009,0
20397,8603,21313,0
20398,29454,24859,0
20399,16502,13469,0
20400,31112,42501,0
20401,4657,7540,0
20402,8936,5688,0
20403,27111,42762,0
20404,36357,9099,0
20405,18014,7315,0
20406,26885,11682,0
20407,18914,2876,0
20408,13591,13360,0
20409,41952,30979,0
20410,43488,26000,0
20411,25051,43048,0
20412,49491,11488,0
20413,7310,36414,0
20414,10392,8647,0
20415,44728,4633,0
20416,36637,40765,0
20417,13596,18026,0
20418,41453,679,0
20419,20449,13106,0
20420,26232,27867,0
20421,1975,36688,0
20422,46365,47412,0
20423,12893,9423,0
20424,28349,37163,0
20425,13221,44917,0
20426,17331,18181,0
20427,28632,49529,0
20428,43828,6978,0
20429,46571,28040,0
20430,13766,42007,0
20431,15350,42896,0
20432,2798,47463,0
20433,45888,13488,0
20434,7033,15703,0
20435,6604,27863,0
20436,17730,6751,0
20437,17468,13167,0
20438,28513,29808,0
20439,24250,4809,0
20440,15522,27323,0
20441,44592,43941,0
20442,14039,30623,0
20443,10379,41380,0
20444,17839,39124,0
20445,4251,25803,0
20446,17034,5893,0
20447,36370,211,0
20448,35831,3875,0
20449,40392,13255,0
20450,928,13699,0
20451,41969,41266,0
20452,17872,3959,0
20453,9918,21141,0
20454,13343,32209,0
20455,5691,42404,0
20456,27001,20635,0
20457,18908,5982,0
20458,32027,49003,0
20459,25886,14532,0
20460,26239,49359,0
20461,4752,2003,0
20462,620,13704,0
20463,42581,47098,0
20464,25151,16005,0
20465,20807,48761,0
20466,15582,37903,0
20467,2374,28021,0
20468,9152,13128,0
20469,5941,14821,0
20470,10517,31649,0
20471,49592,8240,0
20472,9845,9150,0
20473,41950,20813,0
20474,22096,19150,0
20475,188,17615,0
20476,41150,7928,0
20477,25533,31009,0
20478,35106,3568,0
20479,35827,38791,0
20480,35811,10739,0
20481,21245,37444,0
20482,20656,11974,0
20483,29634,188,0
20484,44840,46247,0
20485,24914,25460,0
20486,27106,23788,0
20487,22196,43301,0
20488,31327,6682,0
20489,19532,38747,0
20490,11249,3059,0
20491,7214,46184,0
20492,7789,35569,0
20493,12489,1694,0
20494,36556,47460,0
20495,11606,9712,0
20496,36383,21868,0
20497,30791,26300,0
20498,26669,9642,0
20499,32508,17919,0
20500,32622,46314,0
20501,32887,1508,0
20502,8430,17815,0
20503,31197,1324,0
20504,5111,49776,0
20505,33659,42146,0
20506,14771,20826,0
20507,9017,37762,0
20508,32077,3588,0
20509,11325,41900,0
20510,9882,23688,0
20511,9917,45374,0
20512,4565,15493,0
20513,45009,30726,0
20514,33980,10831,0
20515,17036,2077,0
20516,47838,31560,0
20517,43439,22538,0
20518,47858,41634,0
20519,20051,8551,0
20520,33619,14989,0
20521,27253,3031,0
20522,47150,37575,0
20523,23663,42076,0
20524,41908,41073,0
20525,40106,4993,0
20526,39529,16501,0
20527,7174,48232,0
20528,10977,26641,0
20529,14141,33238,0
20530,12984,11448,0
20531,22929,43020,0
20532,27182,45609,0
20533,48477,22808,0
20534,16948,45425,0
20535,39453,42520,0
20536,593,35531,0
20537,40495,17004,0
20538,37190,10956,0
20539,39385,19381,0
20540,2814,24239,0
20541,41269,30361,0
20542,26710,12968,0
20543,3990,43992,0
20544,36777,43217,0
20545,15920,39856,0
20546,43025,5878,0
20547,22436,16857,0
20548,10659,30280,0
20549,7209,34431,0
20550,39517,6826,0
20551,1717,25481,0
20552,33458,25378,0
20553,11878,34454,0
20554,35206,20282,0
20555,28732,45200,0
20556,9370,49661,0
20557,38776,4347,0
20558,38132,48376,0
20559,22587,38314,0
20560,4355,16921,0
20561,17196,44722,0
20562,42302,45268,0
20563,9828,41090,0
20564,1371,48606,0
20565,36747,15058,0
20566,21067,10995,0
20567,43678,29454,0
20568,28161,4444,0
20569,12301,26047,0
20570,12152,45926,0
20571,23627,32350,0
20572,17103,17554,0
20573,38865,39451,0
20574,49343,37551,0
20575,45377,33484,0
20576,22942,4139,0
20577,18711,43188,0
20578,18252,25870,0
20579,35882,36083,0
20580,39913,40545,0
20581,572,29311,0
20582,8982,37255,0
20583,16030,19971,0
20584,31145,17617,0
20585,32406,25989,0
20586,29149,14505,0
20587,5725,19355,0
20588,3903,13390,0
20589,43603,7938,0
20590,25184,15766,0
20591,6176,24889,0
20592,17995,12631,0
20593,9149,18120,0
20594,39680,27892,0
20595,38005,46298,0
20596,8583,13013,0
20597,38859,27928,0
20598,45887,34875,0
20599,19054,41433,0
20600,6482,36680,0
20601,12581,37714,0
20602,30106,46413,0
20603,13966,27840,0
20604,12332,4930,0
20605,14915,2914,0
20606,15629,2257,0
20607,40108,21364,0
20608,18209,4831,0
20609,38269,46529,0
20610,3815,337,0
20611,10249,9955,0
20612,31922,29151,0
20613,44025,33079,0
20614,45541,23476,0
20615,23416,16988,0
20616,11033,10976,0
20617,43487,38099,0
20618,45339,4279,0
20619,6239,34047,0
20620,31697,35075,0
20621,28336,8716,0
20622,21190,9627,0
20623,21583,24605,0
20624,3889,4019,0
20625,27805,34340,0
20626,34416,23471,0
20627,49057,2767,0
20628,26094,46673,0
20629,42364,38709,0
20630,48618,1939,0
20631,36784,333,0
20632,47658,32368,0
20633,18215,458,0
20634,28639,20953,0
20635,11000,44397,0
20636,1029,49511,0
20637,1640,47221,0
20638,18852,22212,0
20639,33935,40322,0
20640,25995,13833,0
20641,2840,25489,0
20642,17440,8948,0
20643,48433,846,0
20644,3206,40364,0
20645,43505,33551,0
20646,19051,11468,0
20647,2674,12395,0
20648,5788,9049,0
20649,3350,46155,0
20650,37662,31167,0
20651,4353,1278,0
20652,29841,4370,0
20653,26522,4840,0
20654,11910,29692,0
20655,34986,33958,0
20656,15725,49805,0
20657,48287,40806,0
20658,166,27013,0
20659,35308,30976,0
20660,25171,17893,0
20661,40314,40972,0
20662,22338,10120,0
20663,12245,18277,0
20664,8697,39798,0
20665,8622,14549,0
20666,37249,14382,0
20667,46994,19505,0
20668,36129,14351,0
20669,42770,49145,0
20670,37901,37168,0
20671,21021,22757,0
20672,23593,27722,0
20673,20095,48606,0
20674,41845,6198,0
20675,23904,41355,0
20676,14178,30058,0
20677,20317,32211,0
20678,5333,20496,0
20679,6914,25086,0
20680,44940,38265,0
20681,31539,27803,0
20682,17704,8189,0
20683,33105,3977,0
20684,41490,32802,0
20685,12057,9716,0
20686,24056,10635,0
20687,40736,42893,0
20688,16008,7998,0
20689,46122,8033,0
20690,23240,4572,0
20691,19431,30482,0
20692,37181,20640,0
20693,18768,38274,0
20694,31993,44346,0
20695,49437,19872,0
20696,25893,49503,0
20697,42339,23271,0
20698,33856,26368,0
20699,24212,21297,0
20700,48311,44909,0
20701,24198,23119,0
20702,14570,8193,0
20703,25578,47398,0
20704,6744,16515,0
20705,14436,30824,0
20706,4362,22227,0
20707,40292,2097,0
20708,23727,43886,0
20709,42957,20058,0
20710,8587,11656,0
20711,46127,806,0
20712,11498,13643,0
20713,44876,22923,0
20714,38240,11104,0
20715,13569,46141,0
20716,46036,4825,0
20717,30978,27870,0
20718,20315,44542,0
20719,3028,4867,0
20720,28066,5309,0
20721,21448,20834,0
20722,29320,4751,0
20723,23409,23201,0
20724,38524,21601,0
20725,28616,6126,0
20726,27607,5145,0
20727,30604,46503,0
20728,29898,14032,0
20729,30665,14699,0
20730,26973,38750,0
20731,7660,20664,0
20732,26046,23838,0
20733,2494,42466,0
20734,47686,44052,0
20735,35071,28083,0
20736,26777,46917,0
20737,36138,17930,0
20738,25868,14117,0
20739,19186,28718,0
20740,22679,13125,0
20741,48297,42893,0
20742,19973,30791,0
20743,16022,43062,0
20744,1419,2177,0
20745,23634,11776,0
20746,35910,7311,0
20747,17482,21469,0
20748,5955,25241,0
20749,41052,2858,0
20750,33883,15651,0
20751,41734,2663,0
20752,23958,8840,0
20753,35878,49093,0
20754,10961,38620,0
20755,4560,4976,0
20756,33303,27615,0
20757,46237,9564,0
20758,42768,24053,0
20759,35797,35141,0
20760,47537,25246,0
20761,38063,33418,0
20762,12885,14502,0
20763,26815,36605,0
20764,20809,19520,0
20765,35976,48847,0
20766,21491,29905,0
20767,41847,28554,0
20768,34003,21021,0
20769,24020,45531,0
20770,39118,10773,0
20771,42935,33211,0
20772,16257,46096,0
20773,28157,27788,0
20774,12562,18171,0
20775,25897,43289,0
20776,45652,17397,0
20777,25341,49258,0
20778,25465,40434,0
20779,12884,9554,0
20780,43779,29402,0
20781,14335,16515,0
20782,12303,9020,0
20783,19010,39738,0
20784,19553,11118,0
20785,20744,19660,0
20786,45492,33330,0
20787,43322,3270,0
20788,23721,7183,0
20789,34236,46455,0
20790,27865,27737,0
20791,9747,33985,0
20792,20687,20065,0
20793,11510,41255,0
20794,11590,19327,0
20795,44960,21576,0
20796,24154,38714,0
20797,1478,41737,0
20798,16290,37884,0
20799,36235,22669,0
20800,37722,240,0
20801,34613,2240,0
20802,46841,37920,0
20803,32698,33237,0
20804,45202,49375,0
20805,5304,37284,0
20806,43726,6140,0
20807,259,2450,0
20808,12408,11264,0
20809,37383,14545,0
20810,35996,21340,0
20811,26339,40385,0
20812,11712,43991,0
20813,17778,13586,0
20814,43071,33206,0
20815,6655,32717,0
20816,33000,32262,0
20817,13498,13523,0
20818,12290,813,0
20819,37092,33213,0
20820,918,48287,0
20821,46070,27843,0
20822,41017,13305,0
20823,45365,42549,0
20824,48620,42094,0
20825,14531,17692,0
20826,40835,26096,0
20827,7491,1848,0
20828,12108,22649,0
20829,32275,19147,0
20830,8872,1654,0
20831,115,48313,0
20832,18240,29458,0
20833,24827,10833,0
20834,10599,7732,0
20835,4413,24257,0
20836,43505,9123,0
20837,7232,52,0
20838,3963,24960,0
20839,39189,11847,0
20840,14968,45400,0
20841,21588,15581,0
20842,3076,23410,0
20843,22123,12707,0
20844,33972,27453,0
20845,27077,3854,0
20846,13366,27875,0
20847,33220,19712,0
20848,1558,7276,0
20849,40624,32800,0
20850,45396,8627,0
20851,44383,36574,0
20852,47706,24734,0
20853,15671,48711,0
20854,30920,11648,0
20855,16190,36444,0
20856,42560,8692,0
20857,23636,25622,0
20858,11213,39459,0
20859,11881,14483,0
20860,37866,20101,0
20861,17051,7325,0
20862,11468,38638,0
20863,17068,48619,0
20864,10743,10089,0
20865,8868,35789,0
20866,211,12692,0
20867,48568,8268,0
20868,18890,1593,0
20869,4615,9034,0
20870,11763,30827,0
20871,40295,40222,0
20872,45517,12313,0
20873,22876,7975,0
20874,28306,45094,0
20875,9621,22413,0
20876,42158,6968,0
20877,35257,46344,0
20878,44340,16070,0
20879,27144,24808,0
20880,19812,28003,0
20881,16458,34114,0
20882,24035,7560,0
20883,44005,15033,0
20884,33185,40389,0
20885,29197,17315,0
20886,32139,41970,0
20887,44034,29734,0
20888,20501,7287,0
20889,14729,37947,0
20890,11880,21562,0
20891,897,34846,0
20892,33543,37064,0
20893,47098,24581,0
20894,40463,39782,0
20895,27602,24346,0
20896,18889,20565,0
20897,22968,13175,0
20898,20221,32530,0
20899,37251,38806,0
20900,25011,20270,0
20901,8961,19118,0
20902,9679,44244,0
20903,7098,13152,0
20904,4052,21328,0
20905,36186,32039,0
20906,48296,49004,0
20907,28284,1870,0
20908,47815,25511,0
20909,14313,1643,0
20910,43989,42392,0
20911,27179,33638,0
20912,25775,29684,0
20913,19703,33479,0
20914,24088,4696,0
20915,42692,9453,0
20916,5602,4324,0
20917,33272,34857,0
20918,3888,28437,0
20919,12470,29483,0
20920,7206,5865,0
20921,39493,30404,0
20922,36715,10287,0
20923,3685,11304,0
20924,32271,41873,0
20925,8488,24913,0
20926,1384,35849,0
20927,15241,47116,0
20928,35050,30320,0
20929,29166,7748,0
20930,2560,36162,0
20931,33899,16831,0
20932,20146,27609,0
20933,34314,6493,0
20934,13241,17063,0
20935,6135,9267,0
20936,21197,41052,0
20937,14475,44176,0
20938,48828,45993,0
20939,39545,45065,0
20940,9907,29683,0
20941,16042,36790,0
20942,17567,21823,0
20943,46606,36122,0
20944,17564,5310,0
20945,2357,49200,0
20946,36773,20040,0
20947,11037,40201,0
20948,22867,16236,0
20949,20813,31613,0
20950,37265,31991,0
20951,7892,16126,0
20952,19588,27624,0
20953,22584,7253,0
20954,34750,38113,0
20955,4839,3883,0
20956,26207,43411,0
20957,37827,12254,0
20958,49132,34676,0
20959,13155,49318,0
20960,27094,29096,0
20961,20125,3104,0
20962,562,3337,0
20963,39147,40831,0
20964,18436,10500,0
20965,29276,36535,0
20966,17333,3468,0
20967,43722,16117,0
20968,46974,45916,0
20969,28544,25474,0
20970,31641,32512,0
20971,15496,49058,0
20972,36566,40634,0
20973,1510,22859,0
20974,46073,22022,0
20975,11735,23519,0
20976,5474,4407,0
20977,4922,11249,0
20978,6161,44183,0
20979,44534,22946,0
20980,17951,19853,0
20981,49743,37997,0
20982,721,22591,0
20983,48127,40014,0
20984,17018,15484,0
20985,32704,31635,0
20986,20504,47207,0
20987,522,27077,0
20988,43888,49374,0
20989,35321,43698,0
20990,21874,15333,0
20991,36180,28116,0
20992,9019,27261,0
20993,2960,39397,0
20994,4776,47237,0
20995,39993,3079,0
20996,47421,20725,0
20997,19899,2895,0
20998,29079,32183,0
20999,1626,3570,0
21000,45972,33997,0
21001,596,44345,0
21002,10902,45371,0
21003,370,47974,0
21004,18919,25505,0
21005,24667,27248,0
21006,11712,25174,0
21007,2715,23886,0
21008,7320,3737,0
21009,971,44407,0
21010,37915,13524,0
21011,48241,15926,0
21012,29082,23190,0
21013,46490,35276,0
21014,47289,16233,0
21015,42308,1571,0
21016,28277,1293,0
21017,16432,44383,0
21018,45994,12414,0
21019,11689,47040,0
21020,33467,27591,0
21021,14139,47878,0
21022,25520,12763,0
21023,17003,4198,0
21024,12172,24004,0
21025,43315,16627,0
21026,46454,16721,0
21027,42574,18844,0
21028,14957,14740,0
21029,44422,46409,0
21030,23450,39126,0
21031,17316,41289,0
21032,48745,16748,0
21033,20398,26354,0
21034,37278,31905,0
21035,41391,46757,0
21036,40148,23503,0
21037,7009,37594,0
21038,27742,26367,0
21039,20716,45130,0
21040,14654,7734,0
21041,11430,40521,0
21042,9556,7039,0
21043,10405,22068,0
21044,24829,47904,0
21045,42246,12747,0
21046,33130,14965,0
21047,43359,43098,0
21048,20331,29454,0
21049,3561,41976,0
21050,12278,17583,0
21051,41907,22299,0
21052,49733,46407,0
21053,11222,36411,0
21054,32617,44551,0
21055,23794,34748,0
21056,13472,34717,0
21057,6983,9554,0
21058,5822,30433,0
21059,39207,16775,0
21060,44311,29558,0
21061,43704,20478,0
21062,16453,28775,0
21063,33716,9181,0
21064,38953,6278,0
21065,46730,44080,0
21066,17730,24259,0
21067,19588,1773,0
21068,4361,32179,0
21069,33649,12281,0
21070,25022,5800,0
21071,10727,49772,0
21072,2632,42428,0
21073,21980,25237,0
21074,4676,15194,0
21075,14493,33025,0
21076,30363,27571,0
21077,6964,30199,0
21078,30870,24369,0
21079,47617,3727,0
21080,26613,22570,0
21081,25692,34268,0
21082,39441,26754,0
21083,41596,41230,0
21084,21795,7148,0
21085,45493,36078,0
21086,23316,11687,0
21087,38489,19891,0
21088,7651,15072,0
21089,27786,35444,0
21090,7109,14523,0
21091,9794,32197,0
21092,43001,9350,0
21093,25427,41325,0
21094,27650,35556,0
21095,32896,34651,0
21096,45373,42550,0
21097,17212,41958,0
21098,29372,16407,0
21099,39410,10263,0
21100,44030,2288,0
21101,37724,961,0
21102,16325,1747,0
21103,38077,21236,0
21104,7933,7214,0
21105,22332,16778,0
21106,6567,39961,0
21107,14777,6904,0
21108,4285,37953,0
21109,19354,20170,0
21110,19541,32828,0
21111,11145,14202,0
21112,21527,15038,0
21113,5320,30706,0
21114,14309,14383,0
21115,34525,26049,0
21116,18944,9160,0
21117,1313,40601,0
21118,18952,36570,0
21119,7724,17778,0
21120,36754,39693,0
21121,39067,23264,0
21122,8140,15212,0
21123,37684,5103,0
21124,30789,48458,0
21125,15420,16930,0
21126,31945,45702,0
21127,35833,48358,0
21128,21984,20767,0
21129,10191,9336,0
21130,1082,49686,0
21131,37553,16139,0
21132,36873,16380,0
21133,17830,46450,0
21134,45636,44599,0
21135,14049,16499,0
21136,28559,44361,0
21137,33831,354,0
21138,6700,16115,0
21139,33212,22748,0
21140,33872,38070,0
21141,14751,39402,0
21142,10725,45672,0
21143,49135,42784,0
21144,36651,20882,0
21145,22380,16953,0
21146,3901,13588,0
21147,20926,15356,0
21148,2361,14691,0
21149,24236,10636,0
21150,10669,13468,0
21151,38135,40788,0
21152,49881,41261,0
21153,40593,7744,0
21154,23397,16482,0
21155,30899,1620,0
21156,12187,49200,0
21157,966,29889,0
21158,23631,24233,0
21159,40232,23953,0
21160,24691,34012,0
21161,17750,34389,0
21162,33172,34437,0
21163,21241,16656,0
21164,21413,13730,0
21165,9840,16595,0
21166,29140,676,0
21167,3580,20339,0
21168,11225,45190,0
21169,487,39811,0
21170,3365,48266,0
21171,34188,30331,0
21172,30215,32455,0
21173,18076,8144,0
21174,18098,30534,0
21175,27442,32869,0
21176,16244,37863,0
21177,21541,10882,0
21178,30328,46103,0
21179,39519,28194,0
21180,561,2203,0
21181,16179,28019,0
21182,14677,27694,0
21183,13304,23053,0
21184,9829,3762,0
21185,22894,24855,0
21186,39383,43582,0
21187,28448,17687,0
21188,37438,12886,0
21189,45840,37908,0
21190,5978,42278,0
21191,7365,16235,0
21192,42201,45755,0
21193,43476,37029,0
21194,34241,9754,0
21195,34441,11505,0
21196,44330,22042,0
21197,9070,23493,0
21198,19072,49183,0
21199,13258,49072,0
21200,29257,3839,0
21201,18846,40734,0
21202,232,18485,0
21203,49866,36899,0
21204,28184,11733,0
21205,38845,40277,0
21206,33976,33026,0
21207,47478,43540,0
21208,8662,7833,0
21209,25167,10289,0
21210,10139,12797,0
21211,9414,26127,0
21212,37037,37401,0
21213,29187,5702,0
21214,30735,36947,0
21215,35679,17018,0
21216,3905,14729,0
21217,28903,31957,0
21218,23411,31143,0
21219,30080,10830,0
21220,3045,37633,0
21221,11251,42549,0
21222,47595,26920,0
21223,30870,42625,0
21224,26313,15459,0
21225,1690,737,0
21226,14570,41298,0
21227,37759,26782,0
21228,14133,4521,0
21229,34113,23824,0
21230,15142,17553,0
21231,47785,47581,0
21232,18800,39180,0
21233,11426,24214,0
21234,48185,16963,0
21235,32446,18147,0
21236,27019,20172,0
21237,6781,38548,0
21238,20122,42543,0
21239,13981,1656,0
21240,8149,22843,0
21241,14378,538,0
21242,9289,1649,0
21243,47619,33706,0
21244,25438,18241,0
21245,5555,15086,0
21246,40654,23109,0
21247,25769,32341,0
21248,32623,3672,0
21249,41400,31035,0
21250,36846,28518,0
21251,20399,22068,0
21252,21360,36564,0
21253,17430,43296,0
21254,27033,17976,0
21255,46989,32721,0
21256,17048,34334,0
21257,8400,18116,0
21258,37208,21902,0
21259,37481,2843,0
21260,39340,17735,0
21261,42236,6582,0
21262,36328,14915,0
21263,2206,8335,0
21264,4532,9861,0
21265,32679,37350,0
21266,2895,9311,0
21267,24967,697,0
21268,16765,31363,0
21269,31156,29732,0
21270,24043,33789,0
21271,38917,26650,0
21272,8678,18218,0
21273,44979,2919,0
21274,28193,32466,0
21275,40477,46578,0
21276,40844,28844,0
21277,13855,31479,0
21278,27333,45571,0
21279,29076,504,0
21280,34614,47514,0
21281,35930,42761,0
21282,23299,25535,0
21283,22858,30488,0
21284,10906,8447,0
21285,18791,13537,0
21286,39711,18378,0
21287,36367,33313,0
21288,2120,11543,0
21289,37241,29905,0
21290,43775,3540,0
21291,40033,28228,0
21292,12300,3762,0
21293,46008,21090,0
21294,5952,15795,0
21295,22383,11132,0
21296,34698,25119,0
21297,7798,32145,0
21298,32045,12056,0
21299,40093,31662,0
21300,27751,34541,0
21301,35875,44343,0
21302,43368,1846,0
21303,42847,4618,0
21304,44314,8140,0
21305,2402,31793,0
21306,4262,37461,0
21307,7424,1352,0
21308,43442,47057,0
21309,17017,45304,0
21310,38813,3241,0
21311,13442,46720,0
21312,49114,5586,0
21313,29280,2323,0
21314,41266,30364,0
21315,2471,11719,0
21316,19072,24271,0
21317,8927,747,0
21318,3573,18526,0
21319,48959,3204,0
21320,26748,29187,0
21321,22354,18257,0
21322,37205,1335,0
21323,28812,38849,0
21324,34783,22170,0
21325,23588,41987,0
21326,35848,20050,0
21327,21412,20218,0
21328,14085,17149,0
21329,24802,15235,0
21330,23069,21393,0
21331,4646,44755,0
21332,9541,33979,0
21333,17724,819,0
21334,12783,21019,0
21335,8902,38193,0
21336,17156,32792,0
21337,33851,22348,0
21338,8957,38654,0
21339,32427,44537,0
21340,27869,40558,0
21341,10611,4095,0
21342,38993,7507,0
21343,16030,9534,0
21344,20447,44799,0
21345,13026,44539,0
21346,22574,19320,0
21347,9932,33985,0
21348,7431,18872,0
21349,184,47812,0
21350,21904,17805,0
21351,27362,41666,0
21352,43084,15403,0
21353,27121,47461,0
21354,32980,33759,0
21355,43472,10789,0
21356,24853,30075,0
21357,42926,11030,0
21358,12766,16477,0
21359,899,26065,0
21360,16752,30056,0
21361,10692,19336,0
21362,19584,5332,0
21363,3336,35686,0
21364,19681,44111,0
21365,24261,39181,0
21366,18168,46071,0
21367,32271,11728,0
21368,47590,28617,0
21369,46583,34125,0
21370,24740,40347,0
21371,12128,9400,0
21372,33561,43661,0
21373,27436,41214,0
21374,12282,44549,0
21375,5092,4817,0
21376,3754,17890,0
21377,48211,40978,0
21378,16047,27392,0
21379,14811,4555,0
21380,48313,13147,0
21381,34814,28945,0
21382,28371,10351,0
21383,25714,14138,0
21384,4305,47979,0
21385,8002,18822,0
21386,1889,5058,0
21387,9064,25264,0
21388,24079,32128,0
21389,11560,31173,0
21390,17134,42185,0
21391,18837,6579,0
21392,6385,5126,0
21393,43481,28005,0
21394,47190,5089,0
21395,22369,740,0
21396,7859,49254,0
21397,37267,36066,0
21398,13210,30615,0
21399,10820,23412,0
21400,20392,47828,0
21401,31658,46910,0
21402,42356,18181,0
21403,49764,32731,0
21404,42897,33057,0
21405,44830,6581,0
21406,38709,2755,0
21407,38092,26730,0
21408,5096,1502,0
21409,824,10160,0
21410,19125,21332,0
21411,4549,2272,0
21412,34513,17824,0
21413,31036,7505,0
21414,36090,31313,0
21415,23242,29136,0
21416,37236,46528,0
21417,11424,32170,0
21418,8257,17196,0
21419,13724,30031,0
21420,25953,2365,0
21421,12108,36774,0
21422,13480,45886,0
21423,10739,10375,0
21424,6405,43819,0
21425,22216,25707,0
21426,38585,3227,0
21427,3282,35533,0
21428,21030,20892,0
21429,18002,41725,0
21430,33075,27848,0
21431,5417,15799,0
21432,35890,13323,0
21433,47676,6779,0
21434,39469,28241,0
21435,36110,34008,0
21436,14249,36426,0
21437,41616,47737,0
21438,41998,38205,0
21439,5149,21619,0
21440,41815,38498,0
21441,13171,31144,0
21442,12097,35430,0
21443,45162,19138,0
21444,19281,14809,0
21445,36437,45333,0
21446,49993,43840,0
21447,28474,21112,0
21448,20830,1367,0
21449,17318,40103,0
21450,33412,2866,0
21451,2919,11291,0
21452,23346,46589,0
21453,10534,45567,0
21454,12751,19042,0
21455,46751,31294,0
21456,18837,35305,0
21457,46718,7210,0
21458,45592,22640,0
21459,3097,24775,0
21460,22590,3801,0
21461,41220,9025,0
21462,2192,40359,0
21463,19320,12269,0
21464,8534,992,0
21465,37133,1221,0
21466,24297,16609,0
21467,16223,29525,0
21468,27776,49605,0
21469,30769,19137,0
21470,46495,18657,0
21471,48137,5029,0
21472,11552,17563,0
21473,24552,27681,0
21474,24420,14730,0
21475,1064,26854,0
21476,10644,23804,0
21477,40748,6936,0
21478,4350,22302,0
21479,3109,30612,0
21480,40125,43174,0
21481,8569,35860,0
21482,6216,16673,0
21483,1967,29287,0
21484,48094,16821,0
21485,49089,47705,0
21486,4944,48301,0
21487,5670,2392,0
21488,42505,23244,0
21489,12440,7795,0
21490,27128,10292,0
21491,41223,13995,0
21492,16293,24228,0
21493,26678,32717,0
21494,49638,3035,0
21495,40070,41373,0
21496,32129,48991,0
21497,28299,4626,0
21498,46306,40426,0
21499,37369,36937,0
21500,274,17666,0
21501,21363,19118,0
21502,10937,36457,0
21503,35066,17086,0
21504,30304,38941,0
21505,37609,10733,0
21506,6936,40690,0
21507,2234,31859,0
21508,10957,34076,0
21509,35146,8155,0
21510,31548,6958,0
21511,576,36848,0
21512,4300,6104,0
21513,36540,38933,0
21514,23427,48351,0
21515,36046,4655,0
21516,45478,5117,0
21517,40897,13020,0
21518,25288,7669,0
21519,22810,14417,0
21520,19742,10002,0
21521,6281,30788,0
21522,31666,29995,0
21523,43340,28902,0
21524,45629,47515,0
21525,22828,3295,0
21526,26193,49775,0
21527,43504,37577,0
21528,31958,20196,0
21529,30908,16208,0
21530,47786,29792,0
21531,14734,24634,0
21532,46120,43588,0
21533,25271,8789,0
21534,35684,4774,0
21535,5786,38514,0
21536,43827,12374,0
21537,34362,13684,0
21538,9812,16968,0
21539,23183,10060,0
21540,45821,29376,0
21541,46405,44888,0
21542,22736,49907,0
21543,29549,8405,0
21544,21634,2160,0
21545,47045,41249,0
21546,40021,8380,0
21547,37337,730,0
21548,23027,28364,0
21549,9261,14771,0
21550,132,1478,0
21551,41714,15628,0
21552,35523,21421,0
21553,48257,8974,0
21554,46939,49117,0
21555,32040,13566,0
21556,37481,29906,0
21557,1346,11909,0
21558,20172,13103,0
21559,29108,22029,0
21560,22923,6699,0
21561,35273,44062,0
21562,34265,24058,0
21563,28419,18774,0
21564,3428,7598,0
21565,30500,26131,0
21566,26833,42133,0
21567,37776,34146,0
21568,27319,4843,0
21569,16954,10592,0
21570,6314,43463,0
21571,21280,26491,0
21572,47719,47363,0
21573,43343,16825,0
21574,30466,15408,0
21575,19167,6764,0
21576,22916,43785,0
21577,2322,10067,0
21578,8385,22024,0
21579,3326,33335,0
21580,23170,48805,0
